fname,first_label,first_possibility,second_label,second_possibility
clip_57ea057ae.wav,on,12.4939,unknown,12.4603
clip_ca42139a8.wav,unknown,3.64115,off,3.35888
clip_99ca92a8b.wav,unknown,5.82672,stop,5.74349
clip_0edf9c780.wav,yes,13.7184,left,13.0666
clip_4b1d7cf77.wav,off,6.43945,on,6.40696
clip_63961b733.wav,unknown,11.2563,go,10.1397
clip_df2bee9da.wav,stop,7.43079,unknown,6.90784
clip_9fd02463c.wav,unknown,8.44253,off,7.83788
clip_aadfc862c.wav,unknown,11.7375,on,11.669
clip_5975e4f4e.wav,on,12.2909,unknown,11.7721
clip_1fefec9e5.wav,go,9.87483,unknown,9.6103
clip_76550ea0c.wav,go,8.66727,no,8.08492
clip_51dad79cf.wav,off,12.6554,up,11.5878
clip_49362aaa9.wav,on,9.32077,unknown,9.2398
clip_df5c0b88c.wav,on,13.4761,off,12.2895
clip_bf3d4a105.wav,go,9.48773,unknown,9.26596
clip_94dc1432d.wav,no,9.87916,unknown,9.15926
clip_a66fec3f7.wav,unknown,5.75631,right,5.60754
clip_55b8a8602.wav,right,13.726,unknown,13.4437
clip_9d01f9524.wav,up,11.5692,off,11.2691
clip_f9f13575e.wav,no,9.78451,go,9.6434
clip_cbf2d7187.wav,unknown,8.67264,yes,8.33258
clip_388468a69.wav,unknown,17.0015,right,15.6691
clip_9fa2469e0.wav,unknown,5.18923,left,5.14702
clip_bc3614011.wav,unknown,12.5968,on,12.3527
clip_96d8378c5.wav,unknown,5.65717,on,5.39873
clip_ab312c55a.wav,off,9.76656,on,9.48328
clip_d20663904.wav,yes,7.56007,left,7.08683
clip_066a2ec2e.wav,unknown,8.02584,go,7.62461
clip_4f727b8f6.wav,stop,10.628,unknown,10.099
clip_dbc81c5e5.wav,no,11.7044,go,10.9854
clip_33b1320f9.wav,no,5.52076,go,5.12758
clip_cf09c99ae.wav,unknown,5.81363,off,5.65524
clip_3662e5853.wav,down,7.75316,unknown,7.13599
clip_449af0135.wav,unknown,3.83063,yes,3.82068
clip_a404e7ae5.wav,stop,12.388,unknown,11.5593
clip_3ef8bf8f1.wav,unknown,18.3029,on,16.8663
clip_b23da7fac.wav,go,9.46508,on,9.19481
clip_422f7787f.wav,go,7.10924,unknown,6.99306
clip_57eee702f.wav,right,14.3874,left,14.0704
clip_6501cc95d.wav,unknown,10.3797,no,10.3713
clip_2da4cce33.wav,unknown,7.17975,go,7.08575
clip_0ffca0829.wav,unknown,6.60198,up,6.58452
clip_b5375b809.wav,silence,2.22034,unknown,2.09068
clip_527390f5c.wav,right,22.6776,unknown,20.4908
clip_406bae22e.wav,unknown,6.77701,on,6.37355
clip_049769a66.wav,right,17.3795,unknown,16.4723
clip_b3969cd73.wav,up,11.316,off,10.2487
clip_1869b7d6b.wav,unknown,5.62941,stop,5.33155
clip_5b1a9205f.wav,no,10.5221,go,10.1747
clip_d53c124b6.wav,unknown,5.11305,off,4.70201
clip_6e5232b9c.wav,stop,9.42137,unknown,8.86916
clip_eadb7d61b.wav,unknown,5.81471,no,5.46119
clip_5bcec0b1c.wav,off,15.0801,up,14.1009
clip_d19a5c4fb.wav,unknown,4.43021,go,4.26028
clip_b14798d39.wav,unknown,10.0982,go,9.87365
clip_ae6d7f525.wav,unknown,24.1097,right,23.0653
clip_4bacb93e9.wav,unknown,10.1056,left,9.64878
clip_0dd87b61c.wav,right,19.5456,unknown,18.6484
clip_00b80774f.wav,unknown,4.53735,no,4.34385
clip_ff8fa4c45.wav,no,13.0875,unknown,13.0084
clip_09b1e9708.wav,on,10.5563,unknown,10.2826
clip_e6c6e5160.wav,unknown,8.02447,yes,7.94463
clip_f7bc0fa86.wav,down,10.4171,no,9.45065
clip_18c12c86b.wav,off,5.20082,up,4.91647
clip_e9e2ce26c.wav,no,16.5246,go,15.0012
clip_824af0792.wav,right,13.0922,unknown,12.909
clip_3cbc9d3f6.wav,stop,9.38884,unknown,9.01977
clip_b7f591302.wav,unknown,9.9344,stop,9.48698
clip_ac8f6bfe2.wav,on,12.6123,unknown,11.6637
clip_55f0b149a.wav,no,17.5151,down,17.2219
clip_13a8c3fe9.wav,right,11.2911,unknown,11.0721
clip_0e0311558.wav,go,9.05583,unknown,8.92802
clip_6c785c104.wav,off,7.34768,up,6.73233
clip_2797083b4.wav,unknown,11.8316,on,10.7186
clip_7539ea731.wav,off,13.9025,on,12.6578
clip_4c3ce8cad.wav,up,8.60617,off,8.49459
clip_8cc016fcf.wav,off,8.04001,unknown,7.56501
clip_c8e95c451.wav,unknown,13.7007,no,12.9482
clip_d12bb818a.wav,unknown,21.9782,on,21.1637
clip_cf818f902.wav,go,13.5891,unknown,12.734
clip_301ceaaac.wav,no,9.30759,unknown,9.01949
clip_f3e5042da.wav,on,11.324,unknown,10.1958
clip_6a69fc455.wav,off,13.6236,on,12.7886
clip_4e4a7b09c.wav,yes,10.215,no,9.45852
clip_c7b5b38a5.wav,unknown,6.64544,stop,6.53867
clip_2d4b6a93b.wav,unknown,15.4142,down,13.8772
clip_d9b0fe749.wav,right,11.1779,unknown,10.3322
clip_00e54aaaa.wav,go,12.9749,unknown,12.4733
clip_5589a7d25.wav,right,10.5183,unknown,10.3632
clip_bcf3d2cb8.wav,no,5.98641,go,5.4424
clip_62dfcf378.wav,no,8.76964,yes,8.54869
clip_f7a211baf.wav,left,8.12189,unknown,7.67625
clip_925c3ee14.wav,off,7.59165,up,7.45018
clip_2645a264d.wav,off,7.32341,up,6.70256
clip_fc1863591.wav,up,2.07246,unknown,2.05368
clip_cdebcb7ce.wav,no,8.84362,yes,8.28114
clip_3e86c1909.wav,yes,7.40381,unknown,6.68076
clip_ad73c9f87.wav,unknown,9.26517,on,8.89589
clip_0a67da79b.wav,unknown,10.6444,down,9.5945
clip_0ff4bb313.wav,off,8.08748,on,7.32247
clip_ba75bdcb4.wav,off,9.95398,go,9.26417
clip_f8db8007d.wav,down,7.97574,no,7.70205
clip_a7b9d08a9.wav,unknown,6.56233,yes,6.5383
clip_8b58a1ebb.wav,unknown,17.7351,on,16.2713
clip_e2fbdb4d9.wav,off,3.71134,up,3.59848
clip_dc5d5d4cc.wav,unknown,12.4076,right,11.3963
clip_f01ddb5f5.wav,stop,11.0269,unknown,10.2375
clip_a786d2d13.wav,left,7.4694,right,7.35065
clip_c82f68f3c.wav,go,8.58818,unknown,7.9634
clip_a8bb608b9.wav,unknown,10.9652,stop,10.0331
clip_8180543fb.wav,unknown,9.87193,no,9.05054
clip_ab6ec7a4d.wav,go,12.5856,unknown,11.3985
clip_f0b8e60f3.wav,up,13.7965,off,12.9871
clip_012e25dfd.wav,yes,7.3145,left,7.30205
clip_a11c96f34.wav,no,6.79402,unknown,6.17727
clip_ae225c5c0.wav,left,9.7078,unknown,9.09049
clip_f9b44e862.wav,unknown,8.4479,go,8.21203
clip_2e2afe295.wav,no,9.40041,unknown,8.95367
clip_aaa38fcf2.wav,off,9.98465,up,9.24789
clip_3865d0fa0.wav,on,11.3865,unknown,11.0443
clip_d9b21f5c8.wav,left,8.14607,up,7.38949
clip_686ffbf5b.wav,no,9.79179,go,9.17628
clip_6635e9382.wav,up,12.2289,off,11.8022
clip_2fc2e1ede.wav,go,9.09116,unknown,9.02127
clip_727ad85c1.wav,up,13.4837,off,13.4396
clip_b722a68c9.wav,unknown,8.46402,go,8.45544
clip_cd1849b28.wav,unknown,17.9525,on,16.1618
clip_4d452c2f5.wav,down,11.0842,no,10.0968
clip_c703404fb.wav,unknown,9.37375,off,9.31826
clip_c6c63d08f.wav,unknown,5.00788,left,4.89756
clip_f0ee0cf22.wav,down,8.24007,go,7.9736
clip_1f6a2290f.wav,unknown,6.15997,go,5.94103
clip_0d41f4833.wav,unknown,4.38968,go,4.38865
clip_3cbf89224.wav,up,4.88924,unknown,4.57287
clip_080043dd0.wav,on,10.4976,off,9.85332
clip_be780a18f.wav,right,10.0245,unknown,9.42204
clip_2f91d8851.wav,no,9.0416,unknown,8.83292
clip_c89258ef8.wav,unknown,13.4111,down,13.1815
clip_025dc8292.wav,unknown,14.6099,no,14.5822
clip_6eb10d148.wav,on,16.6155,off,16.0748
clip_94aa8ee84.wav,unknown,12.7801,right,12.0837
clip_54f245415.wav,unknown,6.44779,down,6.22516
clip_b2146071d.wav,unknown,9.28301,on,8.64998
clip_5b1c94ab1.wav,no,7.86969,unknown,7.60711
clip_792362ebc.wav,unknown,13.6992,stop,12.8993
clip_52016025f.wav,no,9.4942,go,9.14355
clip_181f08a6e.wav,unknown,3.05073,left,2.96626
clip_18ad71f5e.wav,off,13.8413,up,13.4322
clip_854ff0eda.wav,unknown,8.15284,no,8.00651
clip_d87a277fb.wav,right,11.019,left,10.1911
clip_cdc84837c.wav,off,7.44411,unknown,7.29583
clip_b9988c3db.wav,off,13.079,up,11.9291
clip_1cce324f8.wav,unknown,7.83692,stop,7.32802
clip_b95bc898b.wav,down,9.5107,unknown,9.21047
clip_8793a3ac5.wav,on,13.098,off,12.4554
clip_c772ae5bc.wav,down,12.4351,no,11.724
clip_b457bc8c7.wav,unknown,7.52881,right,7.30358
clip_42f9968f9.wav,go,9.31876,unknown,8.60372
clip_0109b6643.wav,unknown,7.62043,on,7.13447
clip_2b6c42ef5.wav,off,6.1655,go,5.74102
clip_b1701f923.wav,unknown,14.2509,right,12.9689
clip_b99f8362b.wav,on,16.8638,unknown,16.0047
clip_51152ff0a.wav,unknown,10.6809,on,10.0846
clip_18fbc44f1.wav,no,13.2034,go,13.0287
clip_1a46a9762.wav,unknown,9.81164,down,9.56269
clip_f51ffffc8.wav,unknown,6.97604,no,6.35191
clip_730220ab7.wav,right,11.8092,unknown,11.3623
clip_f51c8b507.wav,unknown,7.89989,left,7.13413
clip_29081ac89.wav,down,9.80634,go,8.87276
clip_f196f27d5.wav,no,9.36183,unknown,8.57378
clip_fd18af6b5.wav,unknown,15.9527,right,15.3551
clip_f3efeb8f3.wav,unknown,12.3092,stop,12.028
clip_a23712ff3.wav,yes,12.1849,left,11.0857
clip_5a55096bd.wav,unknown,12.3029,up,11.2157
clip_155bfca24.wav,unknown,14.0545,right,13.895
clip_65bb5ac40.wav,unknown,11.2153,on,10.8803
clip_b0311ef2f.wav,unknown,12.2632,stop,11.198
clip_bedd87738.wav,no,6.03541,unknown,5.85565
clip_f235136fb.wav,yes,10.7621,left,10.3117
clip_4cc34644d.wav,off,8.40637,unknown,8.03566
clip_c6a96f4d1.wav,unknown,7.85614,on,7.263
clip_77406c8ea.wav,left,3.94809,unknown,3.65664
clip_f1f59ed9c.wav,unknown,23.7886,right,23.3748
clip_0de60fedc.wav,on,17.0081,unknown,16.8218
clip_58e6c699f.wav,unknown,7.6658,on,7.03362
clip_dca7e4bbc.wav,go,6.52038,unknown,6.01575
clip_49689e087.wav,left,8.75144,unknown,7.95114
clip_7afaa43d6.wav,unknown,8.56008,down,7.76128
clip_7352cd8df.wav,unknown,9.59563,right,8.97145
clip_997dab8a6.wav,no,15.9464,unknown,15.4325
clip_61759c4fd.wav,no,11.3811,unknown,11.0251
clip_e3e3e3778.wav,off,8.42722,up,7.96577
clip_4bd24f295.wav,off,12.3019,up,11.3453
clip_954bd3df4.wav,go,8.17234,unknown,7.51789
clip_9e8288de0.wav,unknown,9.61573,on,8.81078
clip_60109b824.wav,go,3.81916,unknown,3.49551
clip_7aa6e9cd9.wav,down,10.5239,unknown,10.0612
clip_9f9e6a018.wav,unknown,9.93211,go,9.75087
clip_dc53b3741.wav,unknown,4.13779,off,4.10094
clip_b4688308a.wav,up,7.59027,off,7.16805
clip_75b563420.wav,yes,15.8899,left,15.6372
clip_f803e4893.wav,on,13.4566,off,12.7608
clip_5b3ab3955.wav,unknown,13.076,down,12.7401
clip_cd96b4421.wav,on,12.6888,unknown,12.6371
clip_a806a4dcf.wav,up,11.5064,unknown,11.2254
clip_0d02a2280.wav,unknown,14.5129,left,13.541
clip_d78dc1d50.wav,unknown,7.3839,yes,6.91201
clip_544758df9.wav,no,10.1646,go,9.42805
clip_b76fd8c19.wav,unknown,7.30052,left,6.76723
clip_2320b6819.wav,up,12.4805,off,12.465
clip_34883aebe.wav,unknown,14.5973,on,14.0799
clip_4658428c0.wav,off,7.90088,unknown,7.56868
clip_59ea41158.wav,up,14.5558,off,13.427
clip_e67e7885b.wav,no,11.2246,go,10.522
clip_e745f065b.wav,down,7.20744,unknown,6.82966
clip_8fac413d5.wav,unknown,8.24584,on,7.45254
clip_974847339.wav,unknown,8.96105,on,8.21028
clip_f5cfc79e3.wav,unknown,8.72415,go,8.61569
clip_456659757.wav,unknown,7.17235,on,7.00562
clip_aa7f63a27.wav,unknown,11.3077,go,11.2626
clip_8e50205a2.wav,unknown,13.1534,on,12.326
clip_97114e881.wav,up,4.83726,unknown,4.72324
clip_85b7cc3ac.wav,unknown,10.0614,on,9.75715
clip_b46a0ad60.wav,unknown,17.5479,right,17.103
clip_15c1fd5da.wav,yes,8.77027,unknown,7.93039
clip_d2f7cd6d5.wav,unknown,6.87803,down,6.24561
clip_1fd1c9a82.wav,unknown,11.0398,on,10.8115
clip_40b5cf1ae.wav,yes,8.16754,unknown,7.68941
clip_c75720478.wav,unknown,13.0892,left,12.6827
clip_d27499ae8.wav,unknown,6.13743,right,5.62365
clip_315cb98fa.wav,no,10.509,unknown,9.68016
clip_f8935e444.wav,on,14.7409,unknown,13.4924
clip_3378464fb.wav,left,15.5355,yes,15.1991
clip_240ea4c84.wav,unknown,6.67462,left,6.04793
clip_9a8aa0875.wav,on,15.1859,unknown,13.9059
clip_82d11b88a.wav,down,6.96198,go,6.71285
clip_ef3d71623.wav,stop,7.65776,unknown,7.5057
clip_a1e3ca3fc.wav,unknown,5.62201,left,5.34986
clip_651ebd909.wav,unknown,7.89768,go,7.30954
clip_42ea7ff2a.wav,go,7.07502,no,6.83384
clip_8a12e4f15.wav,unknown,12.1598,on,11.0515
clip_ace45db39.wav,unknown,17.7836,on,16.5341
clip_90d3db7c8.wav,right,8.17103,unknown,7.68213
clip_22b884526.wav,go,14.7455,no,14.4671
clip_799c3912d.wav,no,5.73573,go,5.45657
clip_d2f6c53f3.wav,unknown,9.36677,on,8.73914
clip_3310ab86a.wav,unknown,10.7249,yes,9.90547
clip_c69dc26c1.wav,unknown,11.8733,down,10.8917
clip_a56f27b67.wav,right,11.9927,left,11.2031
clip_9cabf2735.wav,right,17.8273,left,16.5558
clip_05cafb778.wav,unknown,8.69891,go,7.85507
clip_ad5d9b9e7.wav,unknown,9.39926,go,9.0176
clip_56f145133.wav,right,12.0856,unknown,12.0244
clip_da6a53802.wav,unknown,6.02049,off,5.4383
clip_d5948fe64.wav,on,5.78016,unknown,5.70281
clip_784ef8538.wav,up,5.73562,unknown,5.62448
clip_d0b1f88b9.wav,no,13.7152,down,13.0547
clip_248473099.wav,no,9.79179,go,9.17628
clip_fdd40f9d2.wav,yes,10.4886,unknown,10.0781
clip_8eaa33665.wav,on,7.54471,unknown,7.32347
clip_e2f450b47.wav,go,10.5829,unknown,9.55393
clip_04866f768.wav,unknown,14.427,on,13.0439
clip_6cb7479aa.wav,off,7.10186,on,6.79846
clip_f62af21b2.wav,off,13.6706,up,13.4126
clip_2ca191014.wav,down,11.9974,no,11.3302
clip_9c9fece30.wav,no,6.83138,down,6.34987
clip_9d294a534.wav,unknown,18.6248,stop,17.6765
clip_4e42158c1.wav,unknown,9.73092,go,8.89765
clip_f40502862.wav,unknown,9.4328,down,9.02598
clip_3aad5fc0f.wav,no,14.2482,go,13.0102
clip_e08cb2275.wav,unknown,10.2309,go,9.49744
clip_c46d08f31.wav,unknown,7.37463,on,6.70214
clip_15c681a10.wav,off,6.75305,unknown,6.1472
clip_91207aae3.wav,down,6.66435,unknown,6.39277
clip_656636ace.wav,go,9.06661,unknown,8.19727
clip_83a577f07.wav,left,2.79777,unknown,2.75717
clip_290c4c66e.wav,unknown,19.7393,right,18.6679
clip_527310c16.wav,left,13.8273,yes,12.4469
clip_9f995f070.wav,up,9.88518,on,9.53736
clip_a962eeb4e.wav,right,18.5996,left,18.0694
clip_c1902c8e3.wav,unknown,2.62702,silence,2.55781
clip_2eca420c6.wav,no,11.1369,down,10.71
clip_78b011368.wav,silence,2.55733,unknown,2.52146
clip_ec0c2e4ce.wav,unknown,7.37016,go,6.96163
clip_102c5a9d5.wav,yes,9.88457,unknown,8.91439
clip_77a55444b.wav,unknown,7.51011,no,7.11207
clip_bcfad0b87.wav,up,15.0231,off,13.7273
clip_d311fcbf9.wav,unknown,8.94038,yes,8.64404
clip_a67771dc9.wav,left,8.07538,unknown,7.6788
clip_39f7c4345.wav,unknown,3.20527,silence,3.13464
clip_f95a69a56.wav,unknown,16.0761,right,15.1935
clip_8e4b48d87.wav,unknown,12.7338,on,12.7267
clip_4b3e4df03.wav,unknown,14.1437,on,13.1027
clip_e1fd1f4e3.wav,up,11.938,off,11.1701
clip_d0c6fc7f6.wav,go,11.3861,unknown,10.3187
clip_959871cb3.wav,right,31.2797,unknown,28.2828
clip_3950394b6.wav,no,10.2527,down,9.94619
clip_6b1d9d70a.wav,no,9.93203,go,9.81698
clip_541f23771.wav,on,13.3005,unknown,12.7123
clip_3f1541b38.wav,off,5.43352,on,5.00354
clip_64d20b200.wav,stop,9.8218,unknown,9.37425
clip_0bc7000e8.wav,unknown,10.8395,stop,10.1067
clip_574476130.wav,on,16.8299,unknown,16.7479
clip_c3970bb8c.wav,no,9.16242,unknown,9.00206
clip_9586a8f7c.wav,no,7.85685,unknown,7.12613
clip_9ca65e2ce.wav,go,11.0138,unknown,10.4986
clip_66ca140e7.wav,off,8.61252,unknown,8.25463
clip_f5b6b29d4.wav,unknown,13.2475,stop,12.1111
clip_221643be8.wav,on,4.52212,unknown,4.47391
clip_916abd619.wav,unknown,8.90637,no,8.78922
clip_1b0317e12.wav,unknown,3.32365,stop,3.20381
clip_85ef7332a.wav,unknown,4.21899,go,4.07898
clip_b292b65d7.wav,no,8.40706,yes,7.59138
clip_ee1e5d9cc.wav,unknown,6.11125,up,5.86874
clip_447e81753.wav,unknown,9.05489,yes,8.55915
clip_77c2ff4e3.wav,up,6.13979,off,5.8759
clip_515aeb84b.wav,unknown,4.09201,on,3.92337
clip_9cfaa9a14.wav,unknown,8.06737,go,7.92528
clip_150d30786.wav,no,7.70284,unknown,7.30885
clip_d34a0253b.wav,unknown,16.2338,right,15.9479
clip_6bdb2fd45.wav,yes,10.9083,unknown,10.8171
clip_269ba146b.wav,unknown,7.70314,down,7.20325
clip_42fcf1dd8.wav,unknown,3.26339,silence,3.15676
clip_d42ebaafd.wav,off,4.95332,unknown,4.54188
clip_a4cad1f26.wav,unknown,6.8961,down,6.57479
clip_e7102edb0.wav,down,6.86357,unknown,6.29299
clip_401d54c14.wav,up,9.6705,on,9.29569
clip_5a4d94553.wav,down,16.3584,unknown,15.4745
clip_aaae7195f.wav,go,11.7774,no,11.0139
clip_92703f07c.wav,unknown,12.8044,go,12.5557
clip_adb5c5b36.wav,go,14.892,no,13.6619
clip_52c4fae7b.wav,go,6.88376,no,6.7943
clip_6b978a917.wav,unknown,12.468,right,12.2719
clip_34e937274.wav,right,16.7057,unknown,16.7051
clip_dc7c204a8.wav,unknown,7.87578,off,7.09071
